stimulus,trustworthy,attractive,dominant,smart,age,gender,weight,typical,happy,familiar,outgoing,memorable,well-groomed,long-haired,smug,dorky,skin-color,hair-color,alert,cute,privileged,liberal,asian,middle-eastern,hispanic,islander,native,black,white,looks-like-you,gay,electable,godly,outdoors
199,65.85227273,55.81081081,32.48571429,51.2972973,37.45454545,16.48571429,62.63157895,62.19444444,67.52777778,45.37837838,66.26315789,43.78571429,73.45945946,42.23684211,25.54545455,35.61764706,15.97435897,76.42105263,68.07692308,60.28571429,49.33333333,48,8.894736842,34.62162162,48.6969697,23.08888889,21.68571429,11.54054054,70.88571429,31.60526316,30.02702703,52.83783784,63.05405405,8.971428571
200,42.35106383,31.76315789,70.97142857,35.4,56.62857143,95.39473684,76.51428571,51.6,36.25,32.81081081,35.53846154,61.4,16.8,24.65789474,61.02631579,32.28571429,35,50.34210526,48.5,18.16216216,31.58536585,19.15151515,15.5,56.07894737,64.42105263,40.17073171,54.48571429,16.42424242,42.3,8.970588235,16.94871795,24.71428571,46.375,55.78947368
201,53.625,37.05405405,60,66.525,54.92105263,89.44117647,62.27777778,54,53.21052632,40.25,47.82051282,45.675,57.91428571,11.88888889,49.15789474,31.60526316,73.55555556,81.82352941,62.91428571,27.05,44.73684211,49.47368421,58.28947368,77.725,72.8,60.79487179,51.45454545,42.95348837,3.583333333,7.5,21.52941176,50.925,62.92307692,63.53658537
202,65.89473684,67.4,35.30555556,61.85714286,34,13.27027027,38.94871795,62.7027027,66.05714286,50.18421053,68.66666667,54.63157895,76.88571429,45.66666667,30.36842105,24.40540541,9.5,64.72,68.64864865,70.56410256,55.63636364,49.34210526,7.205128205,19.07142857,16.75,11.51351351,10.525,5.5,90.67567568,29.39473684,32,65.86486486,60.6969697,39.77777778
203,39.375,59.84848485,75,50.25,30.83783784,87.56756757,57.02857143,63.40540541,30.45714286,37,34.54285714,44.525,51.52777778,19.72222222,67.02702703,31.16666667,44.64705882,73.91304348,55.67567568,47.56410256,56.51428571,47.75609756,24.76470588,64.45238095,50.60526316,30.69444444,33.91666667,21.54054054,46.30555556,19.22857143,36.92307692,45.55,36.88571429,64.44186047
204,44.4,45.6,45.05263158,38.36111111,23.22222222,66.92105263,30.42105263,50.30769231,38.46153846,38.52777778,45.57142857,54.53846154,44.02631579,46.80555556,45.19444444,48.11428571,25.80555556,78.42,38.69444444,31.38888889,38.67741935,74.8125,14.54054054,60.48888889,56.30555556,36.72972973,35.48571429,24.81081081,58.81395349,18.24324324,48.62162162,21.35897436,38.20588235,62.28571429
205,54.41836735,45.45945946,47.36842105,67.05555556,32.15625,68.28947368,38.56097561,59.55882353,45.09302326,31.76315789,41.37837838,33.6,71.125,18.30555556,50.75757576,54.82352941,25.94736842,89.64705882,51.84375,36.39393939,47.88571429,55.73684211,34.51351351,62.42222222,56.3030303,45.30769231,51.40540541,13.88888889,40.5,20.05714286,50.34210526,43.13888889,44.58823529,91.68292683
206,72.21875,68.6,35.60606061,66.82857143,37.60606061,9.971428571,37.46153846,69,75.76923077,57.86486486,75.14285714,48.55555556,82.6969697,56.64705882,25.2195122,16.35135135,10.94444444,39,69.38235294,67.18181818,64.37142857,42.97142857,2,12.04651163,15.25714286,8.976744186,7.189189189,4.225,92.10526316,32,23.68292683,71.71052632,64.71052632,10.84210526
207,56.33333333,73.05128205,54.24242424,57.65853659,22.36111111,9.918918919,38.87179487,62.24242424,42.08108108,45.4,50.76923077,57.48717949,75.6969697,57.7027027,51.52380952,11.25714286,8.756756757,54.44230769,47.84615385,65.08333333,67,58.37837838,4.638888889,27.47368421,22.10810811,10.51351351,10.90243902,4.405405405,91.27272727,31,21.92307692,47.88095238,57.2972973,74.36585366
208,43.3125,43.5,53.55882353,46.6,35.57142857,78.52777778,52.21621622,55.45238095,53.08108108,27.65714286,57.52941176,39.17073171,41.02857143,19.63157895,48.75675676,55.25,33.275,66.02,43.05555556,29.5,39.24324324,53.17647059,36.44736842,38.72222222,58.27777778,58.97435897,65.14705882,20.94285714,47.92682927,21.4,40.21621622,27.625,49.61111111,94.30769231
209,65.97916667,71.71794872,45.36111111,53.6,27.89189189,11.0625,45.17647059,63.82352941,54.19512195,41.19444444,59.58823529,49.46153846,82.55555556,67.25,37.85,17.36842105,9.631578947,42.76785714,63.88235294,69.93939394,67.76315789,60.62857143,32.10526316,17.36842105,20.2,28.92307692,17.82857143,5.15,75.02702703,24.73170732,23.92307692,60.97142857,67.05405405,85.30555556
210,50.32978723,58.28205128,51.25714286,53.30769231,29.48717949,85.47058824,36.47368421,69.24390244,45.075,45.85,50.53846154,35.875,42.36842105,19.82051282,46.9047619,37.25714286,23.37837838,72.75925926,57.13513514,44.10810811,57.10526316,50.86486486,8.25,51.4,43.33333333,17.56410256,21.58823529,10.5,74.12820513,32.82926829,41.53658537,45.08108108,48.24390244,96.30555556
211,65.1,67.94444444,44.28205128,53.85365854,34.13513514,12.08571429,40.83783784,56.61538462,57.5,46.32352941,59.38235294,53.375,79.5,64.58823529,37.46153846,13,42.91666667,72.375,59.27027027,64.97297297,62.67567568,52.6097561,37.52941176,51.97826087,76.94285714,55.36585366,59.65789474,21.02564103,29.83333333,17.77777778,26.47368421,63.86666667,57.38461538,36.3
212,42.09782609,50.2,61.47222222,57.58974359,40.86111111,64.73684211,49.86486486,59.85,29.70588235,34.43243243,35.39473684,35.02702703,66.96875,27.66666667,55.14285714,47.57142857,18.23529412,57.9,56.83333333,26.54054054,53.63157895,45,4.048780488,25.89361702,17.82857143,8.083333333,7.588235294,5.864864865,87.40540541,31.3,50.89189189,52.60465116,41.80487805,89.55
213,70.10576923,66.23076923,32.8,55.62857143,34.14285714,12.23684211,64.31578947,67.26315789,70.02941176,43.76470588,72.6875,54.46511628,77.03030303,68.75609756,26.15384615,21.77777778,29.43243243,77.76923077,69.23529412,67.05882353,60,56.38888889,30,57,69.20588235,57.66666667,46.07894737,20.16666667,39.84848485,23.21052632,19.56410256,62.45714286,69.02941176,82.025
214,62.46534653,56.51282051,24.57142857,40.65853659,11.57575758,16.25,59.35294118,67.21621622,58.63888889,36.58333333,53.46875,49.65,69.65789474,49.80555556,32.22857143,23.41666667,10.8125,11.78431373,52.46153846,67.61764706,47.17142857,52.77142857,4.696969697,10.97435897,12.17142857,7.333333333,10.64705882,2.512820513,94.95,23,29.48648649,19.72093023,58.19444444,79.36585366
215,55.15,32.83333333,37.87179487,43.63888889,37.35897436,79.59375,80.94285714,65.25,65.65789474,35.8,54.54054054,39.16216216,42.41176471,22.69444444,35.05,57.83783784,21.11764706,83.25490196,54.73529412,30,48.87878788,44.55263158,2.891891892,36.84615385,29.91176471,14.43589744,14.08333333,6.363636364,82.52941176,25.30555556,56.72222222,37.8974359,44.83333333,7.657894737
216,55.85227273,70.67567568,39.89473684,39.45945946,29.74285714,12.37837838,48.02631579,55.77777778,76.24242424,39.18918919,78.08823529,65.62162162,74.08571429,72.19444444,41.52777778,18.20512821,16.62857143,47.97959184,64.83333333,65.05714286,62.95,64.52631579,4.428571429,24.725,24.02702703,9.9,10.85714286,5.714285714,86.42857143,20.80555556,34.78378378,40.425,41.20512821,30.66666667
217,75.69148936,68.88888889,26.61111111,55.6969697,20.39473684,14.21052632,42.97058824,73.38461538,77.775,50.94285714,74.61538462,47.6,74.81818182,48.79411765,24.32432432,20.91891892,6.432432432,32.06,65,66.05128205,58.97297297,57.90625,2.75,11.18918919,11.30555556,4.871794872,4.789473684,3.151515152,96.72222222,20.05555556,29.44736842,44.69565217,63.32432432,93.12820513
218,76.56565657,68.8,14.55555556,28.82352941,2.083333333,65.33333333,45.3030303,77.14285714,58.80952381,46.94117647,63.63888889,45.625,81.8974359,15.02631579,9.514285714,10.6875,6.6,30.125,55.13888889,82.97435897,56.51428571,55.67567568,1.648648649,18.625,11.1025641,5.692307692,6.441176471,3.473684211,94.26470588,15.02777778,23.91428571,8.441176471,61.05405405,7.324324324
219,61.36170213,69.24324324,33.63888889,50.63157895,31.21621622,9.567567568,39.05882353,71.15384615,71.3902439,51.76470588,72.51428571,50.53658537,78.74285714,74.58974359,38.64864865,17.96969697,10.46153846,17.65217391,61.24324324,65.42857143,63.54054054,50.32432432,2.342857143,10.04878049,12.05882353,4.348837209,6.837837838,3.9,96.47058824,21.70731707,24.52777778,59.76315789,63.47222222,71.94871795
220,46.4516129,42.64864865,53.34375,40.31707317,28.11764706,42.72727273,46.05714286,49.94285714,30.37837838,20.18918919,33.80555556,40.75609756,61.52631579,38.44117647,44.11764706,46.71052632,10.35897436,89.26415094,51.07894737,26.94736842,42.12820513,64.9047619,25.8,34.22222222,33.54285714,30.05,40.80555556,7.555555556,61.57575758,20.275,69.42857143,35.225,38.35135135,35.57142857
221,69.14285714,56.47368421,31.78787879,50.3125,38,18.05,55.70588235,49.05714286,89.64864865,31.94117647,82.33333333,51.57894737,62.02941176,65.60526316,24.91428571,36.64102564,47.47222222,88.66666667,67.94285714,53.61538462,45.56756757,67.77142857,81.74285714,48.92307692,58.72222222,82.28571429,82.96969697,22.05128205,8.736842105,12.55555556,34.37837838,43.275,63.85294118,23.55263158
222,38.56842105,66.85714286,43.86842105,39.70588235,26.71428571,14.36111111,44.16666667,52.84210526,25.88888889,31.18421053,35.4,49.66666667,77.85294118,74.32352941,59.56756757,22.39473684,24,80.16,22.47368421,46.64864865,57.63636364,54.02564103,8.6,51.36585366,37.71794872,18.94871795,36.89189189,11.65,70.375,20.60526316,29.55263158,41.18421053,40.62857143,11.39473684
223,56.48,45.08333333,51.08571429,71.82051282,46.52777778,19.55882353,53.31578947,69.08823529,41.81081081,45.66666667,48.54285714,41.47619048,69.31428571,44.43243243,51.75,49.55555556,13.32432432,42.1,49.88235294,34.91666667,51.94444444,35.73529412,2,14.5,12.83333333,3.775,5.026315789,2.789473684,95.71428571,21,39.43589744,59.17073171,57.26315789,12.85
224,60.1875,86.025,50.78787879,52.6969697,24.67647059,3.2,35.72727273,65.42424242,41.69444444,59.26470588,59.78947368,71.07894737,91.23529412,79.13888889,53.75,8.114285714,6.911764706,27.29166667,60.90909091,72.48571429,75.02631579,53.3125,2.777777778,14.69230769,10.41176471,3.853658537,5.571428571,3.029411765,96.44117647,27.54285714,18.48571429,57.34146341,57.7027027,10.81578947
225,64.40816327,62.07894737,45.02857143,60.17142857,41.62857143,14.44444444,52.11111111,72.40540541,55.92307692,56.15384615,54.65714286,31.78378378,72.61538462,65.1875,40.08823529,19.9375,24.28571429,72.57142857,66.6,51.97297297,56.10526316,40.89189189,2.222222222,40.53488372,33.97368421,13.02439024,16.16129032,7.05,86.33333333,27.68421053,24.05405405,69.21052632,62.23684211,33.15789474
226,72.50549451,68.91891892,15.12121212,31.2972973,3.513513514,10.43243243,47.51428571,72.21052632,47.97058824,38.82857143,53.13888889,47.33333333,77.3030303,40.97222222,21.26470588,11.85294118,4.081081081,32.1372549,48.65625,81.91891892,55.59459459,57.02702703,7.485714286,16.25,22.25641026,9.641025641,10,2.702702703,91.76923077,16.55555556,28.075,5.666666667,59.48717949,80.15384615
227,55.24210526,50.67647059,48.11428571,54.91428571,36.125,47.74358974,67.52631579,60.21212121,47.68421053,31.07894737,46.67567568,37.05263158,74.74285714,31.22222222,49.325,40,14,79.54901961,56.02857143,41.57142857,46.48648649,54.21621622,3.828571429,23.39473684,17.51428571,8.3,12.11111111,2.775,93.06060606,26.33333333,71.55263158,53.33333333,47.33333333,8.487179487
228,71.48484848,81.21621622,36.73684211,62.57142857,27.55555556,9.307692308,36.97368421,71.05555556,74.05882353,56.74285714,73.13888889,47.2972973,87.81081081,50.83333333,25.35,16.77142857,15.35135135,41.57692308,67.62857143,69.16666667,65.78378378,54.11111111,3.756756757,17.02702703,21.5,7.447368421,7.594594595,3.184210526,92.88235294,21.94594595,18.94736842,62.6,65.16666667,28.02702703
229,50.20212766,39.88888889,57.05405405,49.48648649,49.26315789,24.19444444,61.41666667,48.29411765,21.51351351,41.34210526,35.41666667,56.59090909,56,53.45714286,48.12820513,21.27777778,78.29411765,88.52941176,46.45714286,25.09090909,37.38888889,67.92105263,13.08333333,54.65,30.29411765,40.19512195,24.17647059,95.97435897,3.138888889,6.205882353,29.79487179,42.02702703,67.23684211,36.66666667
230,56.75,60.55263158,52.83333333,55.05882353,36.05555556,88.94285714,48.63636364,72.91428571,64.05555556,51.55,58.21621622,34.7027027,52.54545455,19.27777778,41.45945946,22.21052632,28.13513514,80.94339623,60.61764706,46.87179487,59.52777778,45.45714286,7.117647059,52.62162162,53.69444444,18.1025641,20.61764706,8.375,75.36842105,33.84615385,25.81081081,65.80555556,58.07317073,16.92105263
231,61.06315789,59.37837838,23.24390244,42.97435897,17.31428571,14.07894737,40.51515152,60.46153846,64.41666667,43.92105263,62.84848485,53.69230769,67.97142857,52.88571429,30.32432432,41.4,7.941176471,8,65.29268293,61.5,49.67647059,68.94594595,2.846153846,9.85,5.558823529,2.578947368,3.647058824,1.542857143,97.38888889,18.02777778,42.425,15.85294118,56.2972973,69.53846154
232,70.62222222,64.34285714,17.97368421,33.08823529,3.853658537,30,42.19444444,56.5,33.05405405,31.72727273,44.2,43.2972973,69.85294118,38.92105263,17.08108108,22.12195122,28.97297297,82.88679245,37.62857143,79.13513514,43.82857143,55.71794872,87.76315789,31.06976744,33,69.79487179,59.77777778,14.46153846,14.62162162,6.777777778,29.48648649,4.242424242,55.66666667,52.18918919
233,57.62626263,54.62162162,61.61764706,73.91666667,55.81578947,93.29411765,47.02777778,71.77777778,57.42857143,50.52631579,53.39393939,39.69230769,49.6,18.78947368,49.17142857,38.26470588,16.61538462,22.21052632,55.21621622,30.91176471,67.43902439,36.81818182,4.257142857,33.5,26.79487179,6.58974359,9.40625,3.342105263,91.37837838,30.44444444,31.125,69.48717949,47.35,27.34285714
234,53.15151515,37.11764706,54.07317073,68.56756757,42.76923077,62.32432432,69.375,47.69444444,45.94736842,32.91666667,38.62162162,51.5,65.16666667,30.67647059,46.36111111,69.55555556,40.83333333,90.46808511,53.22222222,23.31578947,49.05714286,55.35135135,91.96969697,24,29.38235294,76.26315789,67.02857143,12.15789474,5.205882353,14.64864865,43.975,54.65,43.59459459,21.81081081
235,72.08695652,69.23684211,20.75675676,37.82857143,10.39473684,15.08571429,38.48717949,49.72972973,54.45945946,30.72222222,60.85294118,43.45454545,73.83333333,52.59459459,14.76315789,18.29411765,18.64864865,45,51.77777778,70.875,50.71428571,58.59459459,86.31428571,14.21428571,23.75675676,60.78125,47.61111111,7.1,16.45945946,10.175,22,14.78378378,54.75,89.52631579
236,49.89130435,57.125,65.94117647,57.76315789,40.88888889,85.10810811,46.65789474,67.78125,34.5,46.67567568,38.77777778,34.625,49.94594595,23.7027027,52,28.44736842,29.18918919,83.91666667,46.7027027,36.20588235,51.44444444,42.75757576,7.117647059,43.14634146,47.77777778,16.68571429,21.62790698,8.216216216,75.325,30.26315789,25.86111111,52.95,40.02702703,21.80555556
237,64.90322581,49.88888889,43.79411765,64.6,37.15789474,41.11111111,58.02631579,57.63157895,67.22857143,35.38235294,59.77142857,40,65.28571429,26.68421053,24.5,49.81578947,6.666666667,6.62,66.62857143,37.84615385,50.37142857,62.05263158,2.333333333,8.12195122,10.94594595,5.102564103,6.611111111,2.352941176,97.31428571,25.17142857,70.35135135,52.37837838,47,77.97368421
238,58.21212121,48.45,47.85,52.55263158,45.875,17.02857143,71.36111111,70.8125,56.85714286,49.46153846,48.83333333,30.93023256,74.39473684,70.29032258,42.55882353,28.54285714,17.45,46.60784314,53.36842105,29.44736842,46.85294118,33.22857143,14.5,26,43.75675676,39.75675676,31.14285714,4.85,79.59375,26.84848485,28.93023256,53.17073171,69.26470588,66.36111111
239,67.375,68.21052632,39.94736842,62.60526316,34.05714286,14.47368421,41.76923077,72.05882353,69.08333333,52.48571429,66.6969697,35.66666667,78.83333333,57.41666667,32.08571429,32.34285714,9.613636364,29.14814815,62.30555556,56.15789474,55.30555556,55.83333333,1.657142857,11.625,8.647058824,6.153846154,5.676470588,2.184210526,95.05714286,28.525,29.26190476,67.85365854,59.25,25.24390244
240,47.87234043,47.625,62.40625,51.55555556,38.52941176,83.96969697,58.05128205,50.27777778,47.62162162,27.72222222,37.5625,39.5,47.37837838,12.64864865,55.08108108,46.06060606,60.64705882,79.67857143,49.36842105,26.16216216,38.76470588,52.25714286,43.57894737,77.82926829,75.15384615,55.32432432,37.11111111,57.69444444,4.810810811,14.28571429,44.58536585,52.37837838,57.4,16.28205128
241,67,65.83783784,47.10810811,68.31578947,41.4,14.75675676,34.56756757,72.5,59.05405405,57.1025641,57.55882353,38.82926829,75.86111111,63.10526316,34.30769231,25.35294118,17,44.89285714,59.66666667,50.47058824,49.64705882,49.47222222,2.780487805,28.79487179,24.13888889,9.542857143,8.405405405,3.682926829,88.18918919,24.96969697,38.30232558,67.35,57.40540541,45.42105263
242,69.1122449,57.05714286,43.175,62.16216216,47.02941176,15.375,56.125,70.24324324,66.48648649,52.72727273,60.85294118,36.97727273,69.22222222,46.65625,28.25,27.91428571,14.19512195,45.46296296,59.66666667,41.97297297,52.6,39.54054054,2.184210526,15.39534884,13.96969697,8.5,5.085714286,3.525,92.97297297,28.22222222,40.075,64.83783784,66.05882353,92.97435897
243,77.05263158,71.81081081,17.86842105,39.025,4.676470588,16.45945946,37.11363636,71.13157895,77.85714286,46.72972973,72.54054054,46.26829268,76.05555556,49.89473684,8.868421053,7.675675676,7.341463415,83.69642857,65.22222222,83.97297297,51.86111111,55.17647059,35.21621622,30.43181818,39.51282051,30.60526316,34.29411765,3.428571429,77.68571429,20.48648649,25.24324324,10.32432432,61.56410256,17.35135135
244,66.65591398,64.02702703,35.81818182,50.86111111,26.45454545,9.194444444,55.39473684,62.26829268,84.41176471,43.70588235,80.78947368,61.02439024,74.88235294,55.02941176,33.21052632,34.61764706,13.17142857,66.0754717,63.83333333,63.73529412,54.17647059,52.42857143,9.277777778,34.94871795,37.94444444,24.51428571,19.34285714,4.5,81.05405405,23,29.42105263,47.45945946,66.8974359,61.16666667
245,62.04,58.95121951,35.45945946,62.27777778,32.71428571,14.92105263,65.68421053,65.82352941,55.91891892,47.63888889,53.08571429,31.86842105,74.52941176,62.59459459,32.5,28.34285714,9.552631579,42.6,56.25,48.02380952,52.83333333,46.88888889,3.694444444,8.394736842,14.65714286,7.235294118,4.628571429,3.65,93.38709677,24.17948718,31.76315789,56,68,88.64864865
246,69.72916667,64.51282051,39.46153846,78.94444444,26.73529412,16.81081081,30.58333333,54.39473684,56.37837838,32.80555556,46.89189189,56.31818182,80.77777778,46.55555556,41.07692308,50.775,14.18181818,91.88679245,61.6,54.82857143,55.08333333,62.35294118,83.05882353,42.91891892,39.71428571,54.07894737,37.15,11.08333333,26.60526316,21.10526316,44.52777778,55.60526316,47.69444444,9.052631579
247,74.55434783,84.57142857,30.97142857,69.03030303,23.37142857,5.222222222,35.28205128,60.72972973,72.18918919,50.61538462,73.31428571,57.87804878,85.05,71.18918919,23.29411765,12.11111111,16.31578947,76.58490566,68.20512821,73.7027027,56.08823529,68.58823529,86.89189189,17.65,29.21621622,66.95238095,39.58333333,9.857142857,25.52380952,15.31428571,19.65853659,53.04761905,59.60526316,83.175
248,56.15306122,56.27777778,49.78947368,59.92105263,39.36842105,81.25714286,53.67567568,71.12820513,73.72222222,44.17647059,67.17948718,32.90909091,65.30769231,14.55263158,35.13157895,40.08571429,14.75675676,65.24489796,64.85714286,38.78378378,57.58974359,41.45714286,4.114285714,35.44444444,33.65853659,11.02564103,11.48571429,2.513513514,89.34285714,36.87878788,40.52777778,63.60526316,58.73684211,92.63888889
249,70.55555556,75.68421053,32.02702703,49.83783784,24.27027027,8.41025641,41.12195122,68,74.35294118,47.13888889,73.30555556,60.44186047,73.25,72,19.71052632,30.41666667,13.84210526,28.75471698,70.97142857,73.74285714,60.6969697,53.41666667,3.230769231,15.25641026,19.37142857,7.974358974,8.942857143,4.512195122,93.33333333,24.34210526,21.67567568,43.95,64.18918919,87.7027027
250,72.23157895,73.525,33.56410256,58.18421053,29.08571429,8.473684211,41.47727273,68.15789474,87.27272727,53.80555556,81.69444444,55.46341463,80.05555556,51.23076923,22.07894737,19.21052632,10.20512821,62.39622642,73.35135135,73,63.51162791,64.97142857,10.34285714,27.23684211,39.81081081,17.67567568,21.56756757,5.105263158,84.84615385,22.63888889,28.57894737,60.075,64.31428571,92.08108108
251,54.10576923,49.16216216,42.75,52.28571429,28.73170732,56.11764706,49.34285714,54.67647059,59.27777778,37.11428571,55.86046512,32.075,51.8125,52.2972973,32,49.94444444,15.36842105,50.49056604,60.31428571,25.44444444,42.67567568,66.14634146,2.945945946,21.55,17.86111111,11.7027027,19.81081081,5.25,89.54545455,32.5,61.975,31.52631579,44.44444444,93.75675676
252,66.12871287,66.63888889,21.69230769,41.08823529,13.93939394,10.4,32,63.25,67.39393939,43.5,57.16666667,54.34146341,78.48571429,63.02439024,39.44444444,23.5625,8.189189189,37.83333333,58.75,68.46153846,57.71875,53.88571429,4.323529412,23.35897436,18.44736842,8.742857143,8.868421053,4.609756098,89.34210526,17.94594595,26.47222222,11.8,56.75675676,42.14285714
253,51.64948454,41.88888889,54.02857143,65.5,55.17142857,92.41666667,66.68292683,72.28571429,40.02857143,50.44444444,42.76470588,40.86842105,44.55263158,13.35135135,41.31578947,41.88235294,16.16666667,28.64285714,55.08108108,18.30555556,57.53125,34.67567568,2.027777778,13.65789474,10.65625,5.027027027,8.794117647,4.193548387,92.72972973,28.47222222,26.56410256,60.51515152,45,64.86486486
254,47.05769231,33.70588235,46.61111111,69.90697674,49.34285714,54.05,24.38888889,41.62857143,65.08108108,22.77777778,60.15384615,64.8372093,58.72972973,35.91891892,42.13157895,71.31578947,13.20512821,40.59259259,47.77777778,15.32432432,52.5,72.08571429,4.58974359,26.72222222,20.68571429,5.527777778,11.66666667,8.162162162,84.68571429,11.55,74.64864865,43.65714286,30.72727273,8.916666667
255,47.3814433,49.53846154,60.02325581,46.86486486,24.27777778,80.51428571,32.52631579,56.52631579,43.55882353,28.39393939,46.05714286,43.38636364,63.62162162,19.18181818,54.91428571,35.70588235,41.60465116,92.07692308,53.19444444,38.15625,46.46153846,62.14285714,88.83333333,30.32432432,35.52380952,73.32432432,41.82352941,14.14705882,7,15.35294118,40.5,30.62162162,42.14285714,40.38888889
256,54.63541667,57.23076923,35.25,42.44736842,20.16216216,66.23529412,17.175,53.71052632,73.43243243,37.30769231,65.89189189,51.02564103,58.12820513,34.07894737,30.27777778,55.91666667,13.425,19.98214286,52.86486486,39.63636364,50.77777778,66.90322581,2.21875,10.35897436,8.783783784,6.025641026,4.828571429,3.787878788,95.08333333,22.96969697,42.69444444,20.53846154,46.5,92.63888889
257,77.89814815,76.94117647,13.86842105,35.82051282,2.657894737,61.80555556,41.55555556,64.475,57.51351351,37.72972973,61.51428571,48.31111111,76.02777778,19.19444444,9.864864865,7.694444444,27.29268293,75.46296296,65.58823529,88.3,44.31428571,58.17647059,43.78125,59.63414634,66.24390244,51.27777778,47.5,17.94285714,30.02857143,8.378378378,23.77777778,9.342105263,57.75,51.48717949
258,63.79381443,46.29411765,39.86111111,62.75,37.91176471,17.48648649,67.84615385,71.25,58,49.45714286,46.27777778,33.84615385,69.16216216,48.125,46.2,58.85365854,8.805555556,56.46938776,61.32352941,33.94117647,43.31578947,50.31428571,2.352941176,16.19444444,12.86842105,5.921052632,9.705882353,4.131578947,94,30.95,48.08108108,53.94594595,58,17.58333333
259,67.85263158,81.55882353,39.56410256,58.05128205,21.75,5.057142857,28.39473684,51.45454545,46.63888889,44.83783784,52.38888889,65.5,93.23076923,56.76315789,37.4,10.97058824,11.51515152,37.69811321,61.36111111,76.70588235,64.14705882,70.45945946,95.44444444,16.1025641,10.48648649,42.23684211,20.16216216,4.72972973,11,9.909090909,21.33333333,35.89189189,50.2,57.24390244
260,65.01980198,76.38888889,44.79411765,49.68292683,30.46153846,9.171428571,35.04878049,58.38235294,74.48717949,37.56756757,69.89189189,56.43589744,87.59459459,45.95238095,37.85294118,17.51351351,53.38888889,84.59183673,63.58823529,59.30769231,52.11764706,66.54285714,59.44444444,54.38888889,76.69444444,67.66666667,60.57575758,52.97058824,7.875,8.771428571,23.62857143,47.38888889,62.68571429,52.29411765
261,73.92307692,71.12195122,28.10810811,45.45945946,11.94285714,8.162162162,40.18918919,72.33333333,66.13157895,47.58333333,63.83783784,46.02702703,80.15789474,62.675,25.94444444,11.51351351,7.27027027,22.08,57.92682927,77.78947368,62.18421053,56.23529412,3.921052632,17.77142857,15.38888889,7.341463415,6.264705882,3.45,93.16216216,19.16216216,20.94871795,11.71875,63.2972973,83.17948718
262,56.5,64.05882353,28.20588235,30.35294118,8.818181818,71.4,39.78378378,76.94736842,39.5,47.88888889,43.68571429,44.86486486,65.92105263,21.45714286,21.77142857,21.42424242,20.25641026,63.3877551,61.94594595,68.71052632,48.66666667,52.27777778,3.717948718,32.1025641,22.66666667,15.56410256,14.32352941,4.742857143,83,21.32432432,24.11428571,6.485714286,56.16666667,8.333333333
263,71.02083333,67.83333333,31.42105263,54.68292683,13.39473684,70.68571429,29.57894737,58.69444444,82.80555556,35.91891892,74.88888889,47.45,82.65714286,22.97297297,19.875,32.18421053,26.67567568,87.92156863,70.13888889,69.35294118,54.125,59.75757576,90.5,25.08333333,35.02777778,57.36585366,46.13513514,12.58823529,9.341463415,15.75675676,36.71428571,12.61111111,54.88571429,73.81632653
264,72.48979592,69.34285714,22.59459459,39.86486486,7.85,10.42857143,42.88636364,74.72727273,66.23529412,53.45454545,67.33333333,36.17142857,75.80555556,53.05,17.34285714,15.84848485,6.394736842,34.12,57.6097561,76.82352941,54.46153846,57.27027027,2.029411765,12.70731707,13.40540541,6.069767442,6.58974359,4.028571429,93.63636364,19.34285714,19.74358974,16.28205128,60.6969697,61.7
265,62.15625,62.82857143,49.43243243,70.58536585,25.72972973,76.85714286,47.24324324,55.94871795,44.2,28.63157895,49.35135135,56.375,66.13513514,34.8,52.65789474,47.27777778,27.05128205,89.62162162,52.15151515,45.44444444,54.08333333,66.88888889,94.72972973,20.52777778,21.89473684,50.05405405,41.48717949,13.91891892,8.111111111,21.94117647,48.25714286,51.05714286,41.61111111,24.75
266,62.60606061,61.82352941,39.72972973,54.58333333,28.63636364,33.97297297,29.65,61.74285714,77.94736842,40.75675676,73.20588235,41.38235294,61.70588235,32.97058824,26.32432432,29.91428571,16.14705882,42.97297297,63.69047619,51.48717949,53.52631579,62.27027027,2.526315789,17.34210526,19.02564103,10.70731707,11.58333333,5.527777778,92.31428571,25.51428571,57.61111111,46.58333333,49.88888889,88.41666667
267,63.64646465,57.40540541,31.8,46.64864865,20.96969697,16.84375,40.21621622,65.29268293,66.58333333,47.18421053,60.08823529,51.14634146,61.43243243,43.94594595,28.34210526,23.37837838,11.80555556,49.74285714,61.44444444,57.45454545,51.89473684,58.94444444,4.1,15.69230769,13.88235294,8,10.11111111,4.513513514,93,18.67647059,30.55263158,26.56756757,52.67567568,29.78378378
268,46.91666667,64.59459459,56.82051282,51,36.20588235,10.15789474,33,58.48648649,28.86842105,51.17142857,42.88235294,42.83333333,76.51428571,65.84444444,53.47058824,27.19444444,16.15789474,81.225,52,52.51428571,62.42105263,51.75675676,6,33.5,32.63157895,13.52631579,16.47368421,6.538461538,84.36111111,23.51515152,28.72222222,57,47.61764706,30.78947368
269,55.49,54.275,35.51428571,55.85294118,27,18.45945946,36.35135135,53.57575758,66.27027027,37.03030303,61.27027027,46.57894737,68.9375,64.44736842,25.48484848,54.67567568,14.07692308,39.42424242,39.40540541,47.77777778,50.41666667,61.45945946,31.91666667,28.175,27.62162162,31.08108108,18.44117647,4.416666667,65.57142857,18.05263158,47.17948718,38.37142857,49.39393939,92.94594595
